obs,time,elapsed,date,hhmmss,averaging,machine,id,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,CO2_hrs,AccH2O_des,AccCO2_soda,AccH2O_hum,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,NA
76,1743626303,13816.1,20250402 15:38:23,15:38:23,5,gibson,5122_mai_red,1743626295,0.000177395,0.177394826,3.318367069,1195.814125,495.2174104,44.2525307,106.8577158,0.007931849,2.734677854,0.00791909,0.004950576,49.6141424,25.85034053,25.85034053,3.344491845,42.39161038,1.395844817,3.292738363,1.948647028,-7.82311181,-38.77412818,-3.020890697,-0.003988288,0,0,1,0,47715,299.982,252.8848879,0.843000206,0.165390398,6,0.5,0: Broadleaf,2,1743626295,1195.814125,1200.050625,15.6205,15.41095625,1188.498125,15.5325,500.0115625,89.2598125,0.099991438,25.58734375,24.96891875,999.9,0,0,10002.53563,0,185.5305625,-4.725701875,1214.295625,1218.83375,0.212667938,1200.050625,15.41095625,1.39456,1.3755775,11.858625,11.6510625,299.982,0.8999995,0.100000569,0,2.66733125,0,1748.6025,2669.7925,36.91375,41.062,39.312,40.253875,37.562,269.985,30.000625,0,1743626303,0,1743626333,15:38:53,1743626333,1743626323,76,0.485,0,7.316,0.088,1200,15,0.67,0.16,-4.7337225,-0.054343308,0.070718804,1,0.2113579,0.027750226,0.002937272,1,2,2,2-Feb,3.12465,2.72332,0.182656,0.1834,0.0741911,0.0735303,22006.8,19979.5,24067.3,23811.5,37993.6,36499.1,43394.8,42430,1.86893,1.83978,0.0846013,0,23.586,999.9,38.182,27.241,15.5285,53.3588,43.6338,1,-0.13095,-0.815733,20.2546,5.23526,11.992,4.9575,3.304,999.9,9999,9999,9999,1.86829,1.86399,1.87164,1.86244,1.86188,1.86829,1.85852,1.86493,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,7.316,0.088,4.176658149,0.004507312,-2.84E-06,7.75E-10,0.014404118,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,1.2,1.3,2.40601,2.31079,1.4978,2.34375,1.54419,2.40601,31.8488,14.3247,18,499.954,430.034,25.5694,25.7122,30.0001,25.6588,25.681,48.1806,-30,-30,25.5908,1200,0,97.2548,98.9133,NA
77,1743626425,13938.1,20250402 15:40:25,15:40:25,5,gibson,5122_mai_red,1743626417,0.000173218,0.173217867,3.834331422,1495.108667,655.4059421,58.57026679,133.6101916,0.007671188,2.735305601,0.007659256,0.004788105,49.61572981,25.89278182,25.89278182,3.352909836,41.97310957,1.385459325,3.300826027,1.967450511,-7.638907933,-38.94598483,-3.034860045,-0.004022997,0,0,1,0,47409,299.9921333,252.8933844,0.843000053,0.165390103,6,0.5,0: Broadleaf,2,1743626417,1495.108667,1500.020667,15.5034,15.29876,1487.528667,15.4154,499.9972667,89.26490667,0.099963293,25.62868,25.00594667,999.9,0,0,10005.70133,0,185.5381333,-4.853889333,1518.714,1523.326,0.2062934,1500.020667,15.29876,1.384056667,1.365642667,11.74408,11.54142,299.9921333,0.900006733,0.09999336,0,2.82274,0,1795.107333,2669.892667,36.9832,41.1208,39.3498,40.312,37.6208,269.9946667,30,0,1743626425,0,1743626466,15:41:06,1743626466,1743626443,77,-0.062,0.001,7.58,0.088,1500,15,1.55,0.14,-4.867588095,0.373360519,0.106309879,0,0.206507,-0.005055662,0.000734717,1,1,2,2-Jan,3.12459,2.72319,0.209729,0.210304,0.0737701,0.0731336,21276.9,19321,24065.5,23810.5,38010.5,36515.3,43391.7,42428.2,1.86917,1.8403,0.086613,0,23.586,999.9,37.907,27.261,15.4332,54.5088,44.0865,1,-0.129784,-0.58085,20.2556,5.23511,11.992,4.95575,3.304,999.9,9999,9999,9999,1.86829,1.86399,1.87164,1.8624,1.86188,1.86832,1.85852,1.86493,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,7.58,0.088,4.662571041,0.004507312,-2.84E-06,7.75E-10,0.014729698,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,1.5,1.7,2.8772,2.30957,1.4978,2.34375,1.54419,2.29736,31.8927,14.3072,18,500.24,430.473,25.4251,25.7234,30.0001,25.6759,25.6982,57.5664,-30,-30,25.4226,1500,0,97.2476,98.9091,NA
79,1743627422,14935,20250402 15:57:02,15:57:02,5,gibson,545_mai_red,1743627414,0.000288795,0.288795052,1.337537452,398.2520625,213.2446465,19.04860465,35.57484894,0.012357572,2.733741463,0.012326622,0.007706913,49.61367427,25.71489358,25.71489358,3.317750048,39.07840487,1.278780788,3.272346433,2.03896926,-12.7358618,-34.21734655,-2.663571606,-0.003105692,0,0,1,0,47447,299.975625,252.8798175,0.843001219,0.165392352,6,0.5,0: Broadleaf,2,1743627414,398.2520625,399.995,14.31565,13.97408125,392.5750625,14.24965,500.035375,89.22746875,0.100000694,25.482725,25.00239375,999.9,0,0,10000.58688,0,158.1979375,-1.720774375,404.060875,405.6638125,0.34683925,399.995,13.97408125,1.27782,1.246870625,10.5404625,10.173275,299.975625,0.899967063,0.100032956,0,2.71145625,0,1298.93,2669.708125,37.5659375,41.7145625,39.875,41.062,38.1909375,269.968125,30.01,0,1743627422,0,1743627446,15:57:26,1743627446,1743627442,79,-0.027,0,5.677,0.066,400,14,0.32,0.16,-1.727142857,0.093677922,0.024005437,1,0.346357429,0.005952857,0.00113813,1,2,2,2-Feb,3.12424,2.72332,0.0846019,0.0857764,0.0694643,0.068279,24619.4,22362.1,24042.9,23807.8,38144.4,36693.3,43354.2,42424.1,1.8646,1.83547,0.0951812,0,23.437,999.9,35.179,27.422,14.4647,54.5889,44.1506,1,-0.11671,-0.110368,20.2571,5.23481,11.9918,4.9556,3.304,999.9,9999,9999,9999,1.86829,1.864,1.87164,1.86246,1.86188,1.8683,1.85851,1.86494,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,5.677,0.066,4.320154135,0.004507312,-2.84E-06,7.75E-10,0.013221325,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,13.9,14,0.999756,2.35107,1.49902,2.34375,1.54419,2.37305,31.9585,14.1933,18,499.245,429.366,24.6226,25.9159,30,25.893,25.9181,20.0701,-30,-30,24.6221,400,0,97.161,98.8991,NA
80,1743627538,15051,20250402 15:58:58,15:58:58,5,gibson,545_mai_red,1743627530,0.000295327,0.295327289,0.974828435,298.721,165.6601522,14.79876547,26.68536736,0.01257391,2.732208628,0.012541851,0.00784153,49.61330369,25.71344586,25.71344586,3.31746523,38.7458992,1.267918755,3.272394707,2.049546475,-13.02393343,-33.94833322,-2.644097518,-0.003060475,0,0,1,0,47472,299.9733333,252.87789,0.843001233,0.165392381,6,0.5,0: Broadleaf,2,1743627530,298.721,299.9966,14.19332,13.84397333,293.639,14.12732,500.023,89.232,0.10007696,25.48297333,25.00501333,999.9,0,0,9990.958,0,158.5051333,-0.965677933,303.3374,304.2080667,0.3529596,299.9966,13.84397333,1.266820667,1.235326,10.41088,10.03421333,299.9733333,0.899967267,0.100032753,0,2.787126667,0,1270.058,2669.686667,37.6166,41.75413333,39.937,41.062,38.208,269.9666667,30.01,0,1743627538,0,1743627575,15:59:35,1743627575,1743627558,80,-0.313,0.001,5.082,0.066,300,14,0.97,0.11,-0.95137635,-0.073153308,0.046599586,1,0.3524829,0.003403398,0.00130461,1,2,2,2-Feb,3.12426,2.72303,0.0670918,0.0682918,0.0690131,0.0678099,25089.8,22791.1,24042.4,23809.3,38161.1,36712.8,43353.7,42426.8,1.86483,1.83495,0.0957325,0,23.4278,999.9,34.904,27.422,14.3517,54.3289,43.746,1,-0.117017,-0.10052,20.2571,5.23451,11.9917,4.957,3.304,999.9,9999,9999,9999,1.86829,1.86398,1.87164,1.86249,1.86188,1.86831,1.85852,1.86493,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,5.082,0.066,4.293405272,0.004507312,-2.84E-06,7.75E-10,0.013247185,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,1.5,1.6,0.799561,2.34131,1.4978,2.34375,1.54419,2.39258,31.9585,14.1933,18,499.293,428.976,24.6146,25.9079,30.0001,25.8822,25.9073,16.0589,-30,-30,24.6106,300,0,97.1596,98.9053,NA
81,1743627648,15161,20250402 16:00:48,16:00:48,5,gibson,545_mai_red,1743627640,0.000301707,0.301706733,0.505298948,199.3086875,129.70827,11.58808405,17.80615702,0.012785374,2.732676759,0.012752235,0.007973117,49.61916052,25.71004499,25.71004499,3.316796245,38.4223112,1.25720797,3.272077945,2.059588274,-13.30526695,-33.69319701,-2.623710135,-0.003013569,0,0,1,0,47629,300.01,252.9086925,0.843000875,0.165391689,6,0.5,0: Broadleaf,2,1743627640,199.3086875,199.9871875,14.0722375,13.71529375,194.7416875,14.0112375,500.0133125,89.23955625,0.100036725,25.48134375,24.9996625,999.9,0,0,9992.896875,0,158.59475,-0.4896955,202.346625,202.76825,0.365379375,199.9871875,13.71529375,1.2565525,1.223946875,10.28900625,9.89605,300.01,0.899978813,0.100021244,0,2.73696875,0,1248.329375,2670.025,37.625,41.812,39.9409375,41.0935,38.2303125,270.0025,30.01,0,1743627648,0,1743627673,16:01:13,1743627673,1743627668,81,-0.191,-0.003,4.567,0.061,200,14,0.52,0.15,-0.491058286,-0.063984078,0.032637369,1,0.364857429,0.006787481,0.000960825,1,2,2,2-Feb,3.12419,2.72337,0.0471754,0.0483591,0.0685917,0.0673372,25624.9,23279.3,24041.9,23809.9,38175.8,36730.9,43352.6,42427.9,1.86462,1.83482,0.0977516,0,23.3962,999.9,34.654,27.422,14.2463,53.9489,43.742,1,-0.117536,-0.131285,20.2572,5.23361,11.9918,4.95645,3.304,999.9,9999,9999,9999,1.86829,1.86398,1.87164,1.86245,1.86188,1.86829,1.85852,1.86493,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.567,0.061,3.980083473,0.004507312,-2.84E-06,7.75E-10,0.014611978,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,1.2,1.5,0.592041,2.3938,1.49902,2.34375,1.54419,2.21802,31.9585,14.1671,18,499.135,428.853,24.6557,25.9036,30.0003,25.8774,25.9008,11.8742,-30,-30,24.6641,200,0,97.1574,98.9079,NA
82,1743627750,15263,20250402 16:02:30,16:02:30,5,gibson,545_mai_red,1743627742,0.000310931,0.310930554,0.067068158,99.88350625,88.1131577,7.87231152,8.923912131,0.013119739,2.733349021,0.013084855,0.008181161,49.61370838,25.70735351,25.70735351,3.316266888,38.12451425,1.24746058,3.272069441,2.068806308,-13.71203744,-33.31131592,-2.593299193,-0.002944177,0,0,1,0,47341,299.975875,252.8800245,0.843001206,0.165392328,6,0.5,0: Broadleaf,2,1743627742,99.88350625,100.00125,13.96256875,13.59468125,95.54150625,13.90256875,500.0265,89.24319375,0.100006806,25.4813,24.99299375,999.9,0,0,9996.489375,0,158.5174375,-0.265730875,101.148375,101.379625,0.372534562,100.00125,13.59468125,1.24648,1.213234375,10.16858125,9.764940625,299.975875,0.89996725,0.100032769,0,2.75130625,0,1231.295625,2669.70875,37.625,41.82775,39.9881875,41.117125,38.242125,269.969375,30.01,0,1743627750,0,1743627769,16:02:49,1743627769,1743627768,82,0.147,0.001,4.342,0.06,100,14,0.49,0.17,-0.259806667,-0.057439481,0.027951245,1,0.372307429,0.006780234,0.001019526,1,2,2,2-Feb,3.12437,2.72303,0.0243162,0.0254677,0.0681873,0.0668928,26238.8,23839.6,24041.1,23810.2,38188.8,36747.4,43350.7,42428.8,1.86465,1.83442,0.0983402,0,23.3766,999.9,34.41,27.422,14.147,54.4289,43.9944,1,-0.11752,-0.195362,20.2569,5.23421,11.9918,4.957,3.304,999.9,9999,9999,9999,1.86829,1.86395,1.87164,1.86243,1.86188,1.86829,1.85852,1.86493,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.342,0.06,3.788692681,0.004507312,-2.84E-06,7.75E-10,0.011291236,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,1.3,1.4,0.374756,2.41699,1.49902,2.34375,1.54419,2.29248,31.9805,14.1583,18,499.12,428.604,24.7057,25.9036,30.0001,25.8736,25.8986,7.52843,-30,-30,24.7105,100,0,97.1534,98.9096,NA
83,1743627842,15355,20250402 16:04:02,16:04:02,5,gibson,545_mai_red,1743627834,0.00031974,0.319740135,-0.204543633,50.225975,72.3196033,6.460938565,4.487122772,0.013425343,2.734780109,0.013388836,0.008371294,49.61803898,25.71692404,25.71692404,3.318149546,37.84053804,1.239058941,3.274422101,2.079090605,-14.10053995,-32.95581779,-2.564560109,-0.002878874,0,0,1,0,47433,300.003,252.9028102,0.843000937,0.165391809,6,0.5,0: Broadleaf,2,1743627834,50.225975,49.9998,13.86923125,13.490875,45.889975,13.81223125,500.0138125,89.23871875,0.099970494,25.4934,25.00743125,999.9,0,0,10005.50875,0,158.475,0.027394038,50.731175,50.68355,0.385670125,49.9998,13.490875,1.238325,1.20390875,10.0704625,9.6499675,300.003,0.899978813,0.10002125,0,2.754125,0,1221.406875,2669.96375,37.625,41.8474375,40,41.125,38.25,269.99625,30.01,0,1743627842,0,1743627865,16:04:25,1743627865,1743627862,83,0.2,-0.002,4.336,0.057,50,13,0.39,0.13,0.044670296,-0.099397353,0.051194892,1,0.385541238,0.002574312,0.001161366,1,2,2,2-Feb,3.12432,2.72338,0.0118551,0.0129513,0.0678538,0.0665073,26572.5,24145.5,24039.7,23809.9,38199.7,36761.1,43348.7,42428.2,1.8644,1.83412,0.0990704,0,23.3805,999.9,34.233,27.442,14.0904,54.1089,43.6659,1,-0.117248,-0.122067,20.2568,5.23466,11.992,4.95735,3.304,999.9,9999,9999,9999,1.86829,1.86393,1.87164,1.86244,1.86188,1.86829,1.85851,1.86493,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.336,0.057,3.936273266,0.004507312,-2.84E-06,7.75E-10,0.012108923,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,1.2,1.2,0.264893,2.41699,1.4978,2.34253,1.54419,2.33032,31.9805,14.1583,18,498.971,428.429,24.7068,25.9057,30,25.8736,25.8986,5.34797,-30,-30,24.7009,50,0,97.1485,98.9084,NA
84,1743627957,15470,20250402 16:05:57,16:05:57,5,gibson,545_mai_red,1743627949,0.00033209,0.33208972,1.605340142,397.9198,201.2697958,17.982255,35.5517592,0.013904545,2.734396577,0.013865384,0.008669374,49.61443771,25.71672871,25.71672871,3.318111112,37.64008265,1.232731424,3.275049727,2.085379688,-14.64515664,-32.44673562,-2.525336884,-0.00279144,0,0,1,0,47418,299.9804,252.8838292,0.843001173,0.165392265,6,0.5,0: Broadleaf,2,1743627949,397.9198,400.0047333,13.79758,13.40458,392.1858,13.73558,500.0117333,89.24412667,0.09990496,25.49662667,25.00910667,999.9,0,0,10002.61933,0,158.4110667,-2.30517,403.2632,405.4394667,0.3920516,400.0047333,13.40458,1.231268,1.196279333,9.98508,9.555332667,299.9804,0.899967267,0.10003276,0,2.709486667,0,1229.814667,2669.749333,37.65806667,41.8708,40,41.125,38.25413333,269.9726667,30.01,0,1743627957,0,1743627977,16:06:17,1743627977,1743627977,84,0.215,0.007,5.734,0.062,400,13,0.43,0.13,-2.309567,0.146262857,0.04848927,0,0.3920262,0.003908752,0.000846059,1,1,2,2-Jan,3.12399,2.72338,0.0845454,0.085804,0.0675666,0.0661913,24616.2,22362.8,24038.3,23809.3,38215.4,36778.6,43346,42427.5,1.8642,1.83525,0.0981167,0,23.3962,999.9,33.934,27.442,13.9669,54.459,44.1707,1,-0.116369,-0.0742538,20.2571,5.23496,11.992,4.95575,3.304,999.9,9999,9999,9999,1.86829,1.86395,1.87164,1.86248,1.86188,1.8683,1.85851,1.86493,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,5.734,0.062,4.135795132,0.004507312,-2.84E-06,7.75E-10,0.009858758,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,1.5,1.6,1.00098,2.38647,1.49902,2.34253,1.54419,2.25708,31.9805,14.1408,18,498.887,429.101,24.6435,25.913,30.0002,25.8779,25.9008,20.0739,-30,-30,24.6411,400,0,97.1425,98.9064,NA
85,1743628049,15562,20250402 16:07:29,16:07:29,5,gibson,545_mai_red,1743628041,0.000343041,0.343041378,1.556208212,397.9638667,211.8504432,18.92784683,35.55621124,0.014313334,2.733699197,0.014271829,0.008923612,49.62028916,25.71359707,25.71359707,3.317494979,37.39080988,1.224554524,3.275014712,2.092940455,-15.12812477,-32.00345149,-2.491429947,-0.002717053,0,0,1,0,47321,300.0171333,252.9146794,0.843000787,0.165391518,6,0.5,0: Broadleaf,2,1743628041,397.9638667,399.9951333,13.70586,13.29985333,392.2258667,13.64386,500.0012,89.24534667,0.099978933,25.49644667,25.00144,999.9,0,0,9998.332,0,158.468,-2.040666,403.4862667,405.3865333,0.4103532,399.9951333,13.29985333,1.223572,1.186951333,9.891492,9.438877333,300.0171333,0.89998,0.10002006,0,2.741333333,0,1244.672,2670.09,37.67873333,41.875,40,41.125,38.27066667,270.0113333,30.01,0,1743628049,0,1743628076,16:07:56,1743628076,1743628069,85,0.004,0.001,5.738,0.062,400,13,0.96,0.19,-2.046333,-0.055234286,0.052544399,1,0.4095665,0.01613215,0.001783245,1,2,2,2-Feb,3.12419,2.72334,0.0845538,0.0857982,0.0672259,0.0657978,24615.1,22363.3,24037.6,23809.8,38228.6,36795.1,43344.9,42428.6,1.86448,1.83505,0.0978,0,23.4002,999.9,33.738,27.442,13.8862,54.4389,43.6338,1,-0.116369,-0.0596732,20.2572,5.23316,11.9917,4.9568,3.304,999.9,9999,9999,9999,1.86829,1.86399,1.87164,1.86248,1.86188,1.86833,1.85851,1.86493,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,5.738,0.062,4.350587911,0.004507312,-2.84E-06,7.75E-10,0.016343301,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,1.2,1.2,0.999756,2.38281,1.49902,2.34253,1.54419,2.30713,32.0024,14.1233,18,499.085,429.018,24.6986,25.9204,30,25.8822,25.9051,20.0685,-30,-30,24.6837,400,0,97.14,98.9088,NA
86,1743628163,15676,20250402 16:09:23,16:09:23,5,gibson,545_mai_red,1743628155,0.000349508,0.349508379,2.608844835,596.6148125,291.7231269,26.05479533,53.2857199,0.014541991,2.732133519,0.014499128,0.009065795,49.61634013,25.6908166,25.6908166,3.313016042,37.1346589,1.214643774,3.270916739,2.098372268,-15.41331953,-31.73434344,-2.471351382,-0.002674227,0,0,1,0,47386,299.9923125,252.8938363,0.843001056,0.165392039,6,0.5,0: Broadleaf,2,1743628155,596.6148125,599.9955,13.5997875,13.1861,590.4978125,13.5377875,500.0225625,89.21348125,0.099956475,25.47536875,24.97658125,999.9,0,0,9992.585,0,158.785125,-3.3117375,604.912625,608.0126875,0.417354813,599.9955,13.1861,1.21360875,1.176378125,9.76957,9.30591375,299.9923125,0.89997275,0.100027288,0,2.8172,0,1298.450625,2669.86125,37.687,41.875,40,41.13275,38.2770625,269.984375,30.01,0,1743628163,0,1743628192,16:09:52,1743628192,1743628183,86,-0.076,0.002,6.117,0.062,600,13,0.59,0.14,-3.3058905,0.041787519,0.061354392,1,0.4168692,0.007314767,0.001194141,1,2,2,2-Feb,3.12404,2.72329,0.114444,0.115605,0.0668036,0.0653417,23811.1,21635.1,24037,23810.5,38247.6,36817.4,43343.9,42430.9,1.86485,1.83493,0.0962652,0,23.3895,999.9,33.439,27.462,13.7836,54.139,44.1026,1,-0.116875,-0.300101,20.2569,5.23511,11.992,4.9575,3.304,999.9,9999,9999,9999,1.86829,1.86395,1.87164,1.86246,1.86188,1.8683,1.85852,1.86493,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,6.117,0.062,4.354375693,0.004507312,-2.84E-06,7.75E-10,0.017014767,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,1.4,1.6,1.37939,2.35718,1.49902,2.34375,1.54419,2.36328,32.0024,14.1145,18,499.276,428.94,24.7842,25.9167,30.0001,25.8782,25.9044,27.6503,-30,-30,24.805,600,0,97.1376,98.9133,NA
87,1743628284,15797,20250402 16:11:24,16:11:24,5,gibson,545_mai_red,1743628276,0.000351847,0.351847124,3.429590924,795.568,394.5328306,35.23744331,71.0556388,0.014555048,2.731786032,0.014512102,0.009073912,49.62084376,25.69798401,25.69798401,3.314424679,36.78502746,1.203762733,3.272425809,2.110661946,-15.51645815,-31.64235888,-2.464686293,-0.002659557,0,0,1,0,47436,300.0205333,252.9175416,0.843000773,0.165391492,6,0.5,0: Broadleaf,2,1743628276,795.568,800.0191333,13.47782,13.06132,789.11,13.41782,500.0312,89.21434667,0.100003327,25.48313333,24.97802,999.9,0,0,9990.420667,0,154.515,-4.460572667,806.4326,810.6068,0.4226022,800.0191333,13.06132,1.202961333,1.165258,9.638234667,9.164942,300.0205333,0.8999798,0.100020267,0,2.80254,0,1364.401333,2670.118,37.68286667,41.75,39.9916,41.125,38.2624,270.0126667,30.01,0,1743628284,0,1743628320,16:12:00,1743628320,1743628304,87,0.003,0,6.458,0.06,800,13,0.91,0.14,-4.4429455,-0.625485564,0.08075369,0,0.422664,-0.002595158,0.000879273,1,1,2,2-Jan,3.12394,2.72317,0.139815,0.14089,0.0663633,0.0648846,23131,21019.7,24038.8,23813.6,38270.7,36841.3,43346.8,42435.3,1.86532,1.83582,0.0978634,0,23.3647,999.9,33.14,27.462,13.6601,54.339,44.0304,1,-0.120168,-0.372544,20.2563,5.23526,11.992,4.9576,3.304,999.9,9999,9999,9999,1.86829,1.86398,1.87164,1.86243,1.86188,1.86829,1.85852,1.86493,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,6.458,0.06,4.278324375,0.004507312,-2.84E-06,7.75E-10,0.018974067,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,1.5,1.7,1.73706,2.3645,1.49902,2.34375,1.54419,2.21313,32.0024,14.097,18,499.323,429.246,24.9076,25.8802,29.9999,25.8485,25.8762,34.7954,-30,-30,24.9198,800,0,97.1445,98.9244,NA
88,1743628402,15915,20250402 16:13:22,16:13:22,5,gibson,545_mai_red,1743628394,0.000346047,0.346046588,4.077442677,994.7131333,505.3903985,45.13880789,88.84253671,0.014216303,2.732955262,0.014175347,0.008863262,49.6197285,25.71871956,25.71871956,3.318502853,36.42168519,1.193234099,3.276163891,2.125268755,-15.26065455,-31.87920121,-2.482570306,-0.002697567,0,0,1,0,47366,300.0135333,252.9116626,0.843000847,0.165391634,6,0.5,0: Broadleaf,2,1743628394,994.7131333,1000.018933,13.35988,12.95018667,987.8671333,13.29588,500.0180667,89.21479333,0.099938453,25.50235333,24.99215333,999.9,0,0,9997.328,0,157.5075333,-5.440132,1008.046,1013.138667,0.409987867,1000.018933,12.95018667,1.191926,1.155347333,9.501080667,9.038304667,300.0135333,0.899973733,0.100026307,0,2.7164,0,1421.362,2670.052,37.625,41.625,39.93286667,41.02066667,38.2122,270.0053333,30.01,0,1743628402,0,1743628431,16:13:51,1743628431,1743628422,88,0.128,0.005,6.846,0.064,1000,13,0.78,0.13,-5.4326045,-0.135103308,0.067070757,0,0.4110856,-0.021999429,0.00252845,1,1,2,2-Jan,3.12402,2.72332,0.162155,0.163151,0.0659019,0.0644739,22533.5,20478.6,24041.6,23817.2,38295.7,36864.7,43351.4,42441.4,1.86588,1.83735,0.100616,0,23.3354,999.9,32.89,27.462,13.5573,54.509,44.0785,1,-0.12564,-0.356825,20.2565,5.23481,11.992,4.95715,3.304,999.9,9999,9999,9999,1.86829,1.86399,1.87164,1.86247,1.86188,1.8683,1.85851,1.86493,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,6.846,0.064,4.281439686,0.004507312,-2.84E-06,7.75E-10,0.018690367,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,1.4,1.6,2.07764,2.31567,1.4978,2.34375,1.54419,2.3938,32.0024,14.0883,18,499.304,429.805,24.9238,25.8252,29.9999,25.8049,25.8336,41.6222,-30,-30,24.9361,1000,0,97.1551,98.9389,NA
